metric,count
opcode,1
total instruction count,5060801536
workitems,14500864
operand sum,5.0608e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.97597e-10
barriers per instruction,1.97597e-10
instructions per operand,1
total memory footprint,7341824
90% memory footprint,86061
global memory address entropy,15.5405
local memory address entropy -- 1 LSBs skipped,15.9031
local memory address entropy -- 2 LSBs skipped,15.9031
local memory address entropy -- 3 LSBs skipped,15.327
local memory address entropy -- 4 LSBs skipped,15.2717
local memory address entropy -- 5 LSBs skipped,14.2851
local memory address entropy -- 6 LSBs skipped,13.051
local memory address entropy -- 7 LSBs skipped,12.5722
local memory address entropy -- 8 LSBs skipped,12.019
local memory address entropy -- 9 LSBs skipped,11.5001
local memory address entropy -- 10 LSBs skipped,10.9504
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
