metric,count
opcode,8
total instruction count,2612507904
workitems,7485696
operand sum,2.61251e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.82774e-10
barriers per instruction,3.82774e-10
instructions per operand,1
total memory footprint,3808512
90% memory footprint,61834
global memory address entropy,15.0608
local memory address entropy -- 1 LSBs skipped,15.9956
local memory address entropy -- 2 LSBs skipped,15.9956
local memory address entropy -- 3 LSBs skipped,15.7826
local memory address entropy -- 4 LSBs skipped,14.6877
local memory address entropy -- 5 LSBs skipped,13.5796
local memory address entropy -- 6 LSBs skipped,12.6163
local memory address entropy -- 7 LSBs skipped,12.0557
local memory address entropy -- 8 LSBs skipped,11.5224
local memory address entropy -- 9 LSBs skipped,11.0047
local memory address entropy -- 10 LSBs skipped,10.4583
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
