metric,count
opcode,8
total instruction count,840637696
workitems,2408704
operand sum,8.40638e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.18957e-09
barriers per instruction,1.18957e-09
instructions per operand,1
total memory footprint,1241600
90% memory footprint,35076
global memory address entropy,15.4462
local memory address entropy -- 1 LSBs skipped,15.5264
local memory address entropy -- 2 LSBs skipped,15.5264
local memory address entropy -- 3 LSBs skipped,14.6575
local memory address entropy -- 4 LSBs skipped,13.7916
local memory address entropy -- 5 LSBs skipped,12.7338
local memory address entropy -- 6 LSBs skipped,11.7314
local memory address entropy -- 7 LSBs skipped,11.1937
local memory address entropy -- 8 LSBs skipped,10.6692
local memory address entropy -- 9 LSBs skipped,10.1432
local memory address entropy -- 10 LSBs skipped,9.62051
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
