metric,count
opcode,10
total instruction count,10722816
workitems,3744
operand sum,1.07228e+07
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,9.32591e-08
barriers per instruction,9.32591e-08
instructions per operand,1
total memory footprint,30088
90% memory footprint,23479
global memory address entropy,13.6304
local memory address entropy -- 1 LSBs skipped,13.6308
local memory address entropy -- 2 LSBs skipped,13.6308
local memory address entropy -- 3 LSBs skipped,12.647
local memory address entropy -- 4 LSBs skipped,11.6756
local memory address entropy -- 5 LSBs skipped,10.73
local memory address entropy -- 6 LSBs skipped,9.84013
local memory address entropy -- 7 LSBs skipped,9.84013
local memory address entropy -- 8 LSBs skipped,9.84013
local memory address entropy -- 9 LSBs skipped,9.84013
local memory address entropy -- 10 LSBs skipped,9.84013
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218941
