metric,count
opcode,1
total instruction count,4808851456
workitems,13778944
operand sum,4.80885e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.0795e-10
barriers per instruction,2.0795e-10
instructions per operand,1
total memory footprint,6978560
90% memory footprint,83892
global memory address entropy,15.491
local memory address entropy -- 1 LSBs skipped,15.8819
local memory address entropy -- 2 LSBs skipped,15.8819
local memory address entropy -- 3 LSBs skipped,15.2892
local memory address entropy -- 4 LSBs skipped,15.2168
local memory address entropy -- 5 LSBs skipped,14.1909
local memory address entropy -- 6 LSBs skipped,13.0206
local memory address entropy -- 7 LSBs skipped,12.4972
local memory address entropy -- 8 LSBs skipped,12.0013
local memory address entropy -- 9 LSBs skipped,11.4691
local memory address entropy -- 10 LSBs skipped,10.9349
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
