metric,count
opcode,8
total instruction count,1100807424
workitems,3154176
operand sum,1.10081e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,9.08424e-10
barriers per instruction,9.08424e-10
instructions per operand,1
total memory footprint,1619712
90% memory footprint,40138
global memory address entropy,15.9873
local memory address entropy -- 1 LSBs skipped,15.9769
local memory address entropy -- 2 LSBs skipped,15.9769
local memory address entropy -- 3 LSBs skipped,14.9995
local memory address entropy -- 4 LSBs skipped,14.0123
local memory address entropy -- 5 LSBs skipped,12.9483
local memory address entropy -- 6 LSBs skipped,11.9339
local memory address entropy -- 7 LSBs skipped,11.4018
local memory address entropy -- 8 LSBs skipped,10.8601
local memory address entropy -- 9 LSBs skipped,10.3137
local memory address entropy -- 10 LSBs skipped,9.75929
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
