metric,count
opcode,8
total instruction count,806329600
workitems,2310400
operand sum,8.0633e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.24019e-09
barriers per instruction,1.24019e-09
instructions per operand,1
total memory footprint,1191680
90% memory footprint,34352
global memory address entropy,15.3739
local memory address entropy -- 1 LSBs skipped,15.5011
local memory address entropy -- 2 LSBs skipped,15.5011
local memory address entropy -- 3 LSBs skipped,14.5874
local memory address entropy -- 4 LSBs skipped,13.7213
local memory address entropy -- 5 LSBs skipped,12.6847
local memory address entropy -- 6 LSBs skipped,11.686
local memory address entropy -- 7 LSBs skipped,11.1613
local memory address entropy -- 8 LSBs skipped,10.622
local memory address entropy -- 9 LSBs skipped,10.0752
local memory address entropy -- 10 LSBs skipped,9.5151
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
