metric,count
opcode,10
total instruction count,11089408
workitems,3872
operand sum,1.10894e+07
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,9.01761e-08
barriers per instruction,9.01761e-08
instructions per operand,1
total memory footprint,31112
90% memory footprint,24277
global memory address entropy,13.6694
local memory address entropy -- 1 LSBs skipped,13.6689
local memory address entropy -- 2 LSBs skipped,13.6689
local memory address entropy -- 3 LSBs skipped,12.6828
local memory address entropy -- 4 LSBs skipped,11.7112
local memory address entropy -- 5 LSBs skipped,10.7667
local memory address entropy -- 6 LSBs skipped,9.87581
local memory address entropy -- 7 LSBs skipped,9.87581
local memory address entropy -- 8 LSBs skipped,9.87581
local memory address entropy -- 9 LSBs skipped,9.87581
local memory address entropy -- 10 LSBs skipped,9.87581
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218941
