metric,count
opcode,8
total instruction count,413126656
workitems,1183744
operand sum,4.13127e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.42057e-09
barriers per instruction,2.42057e-09
instructions per operand,1
total memory footprint,617984
90% memory footprint,24589
global memory address entropy,14.9376
local memory address entropy -- 1 LSBs skipped,15.1045
local memory address entropy -- 2 LSBs skipped,15.1045
local memory address entropy -- 3 LSBs skipped,14.2394
local memory address entropy -- 4 LSBs skipped,13.1921
local memory address entropy -- 5 LSBs skipped,12.1855
local memory address entropy -- 6 LSBs skipped,11.1765
local memory address entropy -- 7 LSBs skipped,10.6521
local memory address entropy -- 8 LSBs skipped,10.1205
local memory address entropy -- 9 LSBs skipped,9.59367
local memory address entropy -- 10 LSBs skipped,9.09505
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
