metric,count
opcode,8
total instruction count,377478400
workitems,1081600
operand sum,3.77478e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.64916e-09
barriers per instruction,2.64916e-09
instructions per operand,1
total memory footprint,565760
90% memory footprint,23504
global memory address entropy,15.2969
local memory address entropy -- 1 LSBs skipped,15.1706
local memory address entropy -- 2 LSBs skipped,15.1706
local memory address entropy -- 3 LSBs skipped,14.1002
local memory address entropy -- 4 LSBs skipped,13.1303
local memory address entropy -- 5 LSBs skipped,12.1051
local memory address entropy -- 6 LSBs skipped,11.1134
local memory address entropy -- 7 LSBs skipped,10.5782
local memory address entropy -- 8 LSBs skipped,10.0587
local memory address entropy -- 9 LSBs skipped,9.53836
local memory address entropy -- 10 LSBs skipped,9.01672
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
