metric,count
opcode,8
total instruction count,3902635264
workitems,11182336
operand sum,3.90264e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.56237e-10
barriers per instruction,2.56237e-10
instructions per operand,1
total memory footprint,5671424
90% memory footprint,75575
global memory address entropy,15.3431
local memory address entropy -- 1 LSBs skipped,16.2055
local memory address entropy -- 2 LSBs skipped,16.2055
local memory address entropy -- 3 LSBs skipped,16.3319
local memory address entropy -- 4 LSBs skipped,14.8049
local memory address entropy -- 5 LSBs skipped,13.8555
local memory address entropy -- 6 LSBs skipped,12.9036
local memory address entropy -- 7 LSBs skipped,12.3867
local memory address entropy -- 8 LSBs skipped,11.8278
local memory address entropy -- 9 LSBs skipped,11.3164
local memory address entropy -- 10 LSBs skipped,10.7847
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
