metric,count
opcode,8
total instruction count,1930634496
workitems,5531904
operand sum,1.93063e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,5.17964e-10
barriers per instruction,5.17964e-10
instructions per operand,1
total memory footprint,2822400
90% memory footprint,53156
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.6462
local memory address entropy -- 2 LSBs skipped,16.6462
local memory address entropy -- 3 LSBs skipped,15.2662
local memory address entropy -- 4 LSBs skipped,14.3117
local memory address entropy -- 5 LSBs skipped,13.3548
local memory address entropy -- 6 LSBs skipped,12.3793
local memory address entropy -- 7 LSBs skipped,11.8358
local memory address entropy -- 8 LSBs skipped,11.2937
local memory address entropy -- 9 LSBs skipped,10.776
local memory address entropy -- 10 LSBs skipped,10.2549
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
