metric,count
opcode,10
total instruction count,18787840
workitems,6560
operand sum,1.87878e+07
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,5.32259e-08
barriers per instruction,5.32259e-08
instructions per operand,1
total memory footprint,52616
90% memory footprint,41035
global memory address entropy,14.2324
local memory address entropy -- 1 LSBs skipped,14.2332
local memory address entropy -- 2 LSBs skipped,14.2332
local memory address entropy -- 3 LSBs skipped,13.2486
local memory address entropy -- 4 LSBs skipped,12.2762
local memory address entropy -- 5 LSBs skipped,11.3312
local memory address entropy -- 6 LSBs skipped,10.4403
local memory address entropy -- 7 LSBs skipped,10.4403
local memory address entropy -- 8 LSBs skipped,10.4403
local memory address entropy -- 9 LSBs skipped,10.4403
local memory address entropy -- 10 LSBs skipped,10.4403
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218947
