metric,count
opcode,8
total instruction count,280182784
workitems,802816
operand sum,2.80183e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.5691e-09
barriers per instruction,3.5691e-09
instructions per operand,1
total memory footprint,422912
90% memory footprint,20250
global memory address entropy,14.6993
local memory address entropy -- 1 LSBs skipped,14.758
local memory address entropy -- 2 LSBs skipped,14.758
local memory address entropy -- 3 LSBs skipped,13.9047
local memory address entropy -- 4 LSBs skipped,12.8902
local memory address entropy -- 5 LSBs skipped,11.8784
local memory address entropy -- 6 LSBs skipped,10.8839
local memory address entropy -- 7 LSBs skipped,10.3536
local memory address entropy -- 8 LSBs skipped,9.82477
local memory address entropy -- 9 LSBs skipped,9.2954
local memory address entropy -- 10 LSBs skipped,8.78049
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
