metric,count
opcode,8
total instruction count,1003869184
workitems,2876416
operand sum,1.00387e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,9.96146e-10
barriers per instruction,9.96146e-10
instructions per operand,1
total memory footprint,1478912
90% memory footprint,38330
global memory address entropy,15.7958
local memory address entropy -- 1 LSBs skipped,15.8032
local memory address entropy -- 2 LSBs skipped,15.8032
local memory address entropy -- 3 LSBs skipped,14.8485
local memory address entropy -- 4 LSBs skipped,13.8838
local memory address entropy -- 5 LSBs skipped,12.8419
local memory address entropy -- 6 LSBs skipped,11.8523
local memory address entropy -- 7 LSBs skipped,11.3308
local memory address entropy -- 8 LSBs skipped,10.7999
local memory address entropy -- 9 LSBs skipped,10.2778
local memory address entropy -- 10 LSBs skipped,9.73109
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
