metric,count
opcode,10
total instruction count,3757568
workitems,1312
operand sum,3.75757e+06
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.6613e-07
barriers per instruction,2.6613e-07
instructions per operand,1
total memory footprint,10632
90% memory footprint,8316
global memory address entropy,12.5087
local memory address entropy -- 1 LSBs skipped,12.5083
local memory address entropy -- 2 LSBs skipped,12.5083
local memory address entropy -- 3 LSBs skipped,11.5239
local memory address entropy -- 4 LSBs skipped,10.5521
local memory address entropy -- 5 LSBs skipped,9.60726
local memory address entropy -- 6 LSBs skipped,8.71671
local memory address entropy -- 7 LSBs skipped,8.71671
local memory address entropy -- 8 LSBs skipped,8.71671
local memory address entropy -- 9 LSBs skipped,8.71671
local memory address entropy -- 10 LSBs skipped,8.71671
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218916
