metric,count
opcode,8
total instruction count,1604260864
workitems,4596736
operand sum,1.60426e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,6.2334e-10
barriers per instruction,6.2334e-10
instructions per operand,1
total memory footprint,2349824
90% memory footprint,48455
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.4315
local memory address entropy -- 2 LSBs skipped,16.4315
local memory address entropy -- 3 LSBs skipped,15.035
local memory address entropy -- 4 LSBs skipped,14.1045
local memory address entropy -- 5 LSBs skipped,13.2552
local memory address entropy -- 6 LSBs skipped,12.2043
local memory address entropy -- 7 LSBs skipped,11.6775
local memory address entropy -- 8 LSBs skipped,11.1556
local memory address entropy -- 9 LSBs skipped,10.6149
local memory address entropy -- 10 LSBs skipped,10.1083
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
