metric,count
opcode,8
total instruction count,2992041216
workitems,8573184
operand sum,2.99204e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.3422e-10
barriers per instruction,3.3422e-10
instructions per operand,1
total memory footprint,4356864
90% memory footprint,66173
global memory address entropy,15.1598
local memory address entropy -- 1 LSBs skipped,15.8865
local memory address entropy -- 2 LSBs skipped,15.8865
local memory address entropy -- 3 LSBs skipped,15.983
local memory address entropy -- 4 LSBs skipped,14.5618
local memory address entropy -- 5 LSBs skipped,13.7493
local memory address entropy -- 6 LSBs skipped,12.6706
local memory address entropy -- 7 LSBs skipped,12.1724
local memory address entropy -- 8 LSBs skipped,11.64
local memory address entropy -- 9 LSBs skipped,11.0842
local memory address entropy -- 10 LSBs skipped,10.5783
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
