metric,count
opcode,10
total instruction count,3024384
workitems,1056
operand sum,3.02438e+06
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.30646e-07
barriers per instruction,3.30646e-07
instructions per operand,1
total memory footprint,8584
90% memory footprint,6720
global memory address entropy,12.2756
local memory address entropy -- 1 LSBs skipped,12.2755
local memory address entropy -- 2 LSBs skipped,12.2755
local memory address entropy -- 3 LSBs skipped,11.2915
local memory address entropy -- 4 LSBs skipped,10.3196
local memory address entropy -- 5 LSBs skipped,9.37472
local memory address entropy -- 6 LSBs skipped,8.48418
local memory address entropy -- 7 LSBs skipped,8.48418
local memory address entropy -- 8 LSBs skipped,8.48418
local memory address entropy -- 9 LSBs skipped,8.48418
local memory address entropy -- 10 LSBs skipped,8.48418
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218906
