metric,count
opcode,10
total instruction count,13288960
workitems,4640
operand sum,1.3289e+07
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,7.52504e-08
barriers per instruction,7.52504e-08
instructions per operand,1
total memory footprint,37256
90% memory footprint,29065
global memory address entropy,13.8614
local memory address entropy -- 1 LSBs skipped,13.8605
local memory address entropy -- 2 LSBs skipped,13.8605
local memory address entropy -- 3 LSBs skipped,12.8762
local memory address entropy -- 4 LSBs skipped,11.9054
local memory address entropy -- 5 LSBs skipped,10.9604
local memory address entropy -- 6 LSBs skipped,10.0698
local memory address entropy -- 7 LSBs skipped,10.0698
local memory address entropy -- 8 LSBs skipped,10.0698
local memory address entropy -- 9 LSBs skipped,10.0698
local memory address entropy -- 10 LSBs skipped,10.0698
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218943
