metric,count
opcode,8
total instruction count,502560000
workitems,1440000
operand sum,5.0256e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.98981e-09
barriers per instruction,1.98981e-09
instructions per operand,1
total memory footprint,748800
90% memory footprint,27120
global memory address entropy,15.3233
local memory address entropy -- 1 LSBs skipped,15.3235
local memory address entropy -- 2 LSBs skipped,15.3235
local memory address entropy -- 3 LSBs skipped,14.3651
local memory address entropy -- 4 LSBs skipped,13.3107
local memory address entropy -- 5 LSBs skipped,12.325
local memory address entropy -- 6 LSBs skipped,11.3339
local memory address entropy -- 7 LSBs skipped,10.8015
local memory address entropy -- 8 LSBs skipped,10.2572
local memory address entropy -- 9 LSBs skipped,9.74957
local memory address entropy -- 10 LSBs skipped,9.19191
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
