metric,count
opcode,10
total instruction count,11822592
workitems,4128
operand sum,1.18226e+07
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,8.45838e-08
barriers per instruction,8.45838e-08
instructions per operand,1
total memory footprint,33160
90% memory footprint,25873
global memory address entropy,13.7354
local memory address entropy -- 1 LSBs skipped,13.735
local memory address entropy -- 2 LSBs skipped,13.735
local memory address entropy -- 3 LSBs skipped,12.7522
local memory address entropy -- 4 LSBs skipped,11.7803
local memory address entropy -- 5 LSBs skipped,10.8352
local memory address entropy -- 6 LSBs skipped,9.94432
local memory address entropy -- 7 LSBs skipped,9.94432
local memory address entropy -- 8 LSBs skipped,9.94432
local memory address entropy -- 9 LSBs skipped,9.94432
local memory address entropy -- 10 LSBs skipped,9.94432
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218942
