metric,count
opcode,8
total instruction count,1181574400
workitems,3385600
operand sum,1.18157e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,8.46328e-10
barriers per instruction,8.46328e-10
instructions per operand,1
total memory footprint,1736960
90% memory footprint,41584
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.0684
local memory address entropy -- 2 LSBs skipped,16.0684
local memory address entropy -- 3 LSBs skipped,14.9986
local memory address entropy -- 4 LSBs skipped,13.9204
local memory address entropy -- 5 LSBs skipped,12.9622
local memory address entropy -- 6 LSBs skipped,11.9743
local memory address entropy -- 7 LSBs skipped,11.4496
local memory address entropy -- 8 LSBs skipped,10.9183
local memory address entropy -- 9 LSBs skipped,10.3999
local memory address entropy -- 10 LSBs skipped,9.88408
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
