metric,count
opcode,10
total instruction count,2566144
workitems,896
operand sum,2.56614e+06
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.8969e-07
barriers per instruction,3.8969e-07
instructions per operand,1
total memory footprint,7304
90% memory footprint,5723
global memory address entropy,12.0987
local memory address entropy -- 1 LSBs skipped,12.0994
local memory address entropy -- 2 LSBs skipped,12.0994
local memory address entropy -- 3 LSBs skipped,11.1156
local memory address entropy -- 4 LSBs skipped,10.1437
local memory address entropy -- 5 LSBs skipped,9.19869
local memory address entropy -- 6 LSBs skipped,8.30826
local memory address entropy -- 7 LSBs skipped,8.30826
local memory address entropy -- 8 LSBs skipped,8.30826
local memory address entropy -- 9 LSBs skipped,8.30826
local memory address entropy -- 10 LSBs skipped,8.30826
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218898
