metric,count
opcode,10
total instruction count,13197312
workitems,4608
operand sum,1.31973e+07
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,7.5773e-08
barriers per instruction,7.5773e-08
instructions per operand,1
total memory footprint,37000
90% memory footprint,28865
global memory address entropy,13.8576
local memory address entropy -- 1 LSBs skipped,13.8555
local memory address entropy -- 2 LSBs skipped,13.8555
local memory address entropy -- 3 LSBs skipped,12.8699
local memory address entropy -- 4 LSBs skipped,11.8978
local memory address entropy -- 5 LSBs skipped,10.9526
local memory address entropy -- 6 LSBs skipped,10.0621
local memory address entropy -- 7 LSBs skipped,10.0621
local memory address entropy -- 8 LSBs skipped,10.0621
local memory address entropy -- 9 LSBs skipped,10.0621
local memory address entropy -- 10 LSBs skipped,10.0621
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218943
