metric,count
opcode,8
total instruction count,2582041600
workitems,7398400
operand sum,2.58204e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.8729e-10
barriers per instruction,3.8729e-10
instructions per operand,1
total memory footprint,3764480
90% memory footprint,61472
global memory address entropy,15.055
local memory address entropy -- 1 LSBs skipped,15.9705
local memory address entropy -- 2 LSBs skipped,15.9705
local memory address entropy -- 3 LSBs skipped,15.7473
local memory address entropy -- 4 LSBs skipped,14.6614
local memory address entropy -- 5 LSBs skipped,13.5562
local memory address entropy -- 6 LSBs skipped,12.5966
local memory address entropy -- 7 LSBs skipped,12.0416
local memory address entropy -- 8 LSBs skipped,11.5148
local memory address entropy -- 9 LSBs skipped,10.994
local memory address entropy -- 10 LSBs skipped,10.4522
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
