metric,count
opcode,10
total instruction count,13380608
workitems,4672
operand sum,1.33806e+07
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,7.4735e-08
barriers per instruction,7.4735e-08
instructions per operand,1
total memory footprint,37512
90% memory footprint,29264
global memory address entropy,13.8642
local memory address entropy -- 1 LSBs skipped,13.8662
local memory address entropy -- 2 LSBs skipped,13.8662
local memory address entropy -- 3 LSBs skipped,12.8853
local memory address entropy -- 4 LSBs skipped,11.9122
local memory address entropy -- 5 LSBs skipped,10.9679
local memory address entropy -- 6 LSBs skipped,10.0768
local memory address entropy -- 7 LSBs skipped,10.0768
local memory address entropy -- 8 LSBs skipped,10.0768
local memory address entropy -- 9 LSBs skipped,10.0768
local memory address entropy -- 10 LSBs skipped,10.0768
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218943
