metric,count
opcode,8
total instruction count,290278656
workitems,831744
operand sum,2.90279e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.44497e-09
barriers per instruction,3.44497e-09
instructions per operand,1
total memory footprint,437760
90% memory footprint,20612
global memory address entropy,14.7669
local memory address entropy -- 1 LSBs skipped,14.8158
local memory address entropy -- 2 LSBs skipped,14.8158
local memory address entropy -- 3 LSBs skipped,13.8757
local memory address entropy -- 4 LSBs skipped,12.9009
local memory address entropy -- 5 LSBs skipped,11.9085
local memory address entropy -- 6 LSBs skipped,10.9145
local memory address entropy -- 7 LSBs skipped,10.3792
local memory address entropy -- 8 LSBs skipped,9.85953
local memory address entropy -- 9 LSBs skipped,9.33933
local memory address entropy -- 10 LSBs skipped,8.79609
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
