metric,count
opcode,8
total instruction count,2091453696
workitems,5992704
operand sum,2.09145e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,4.78136e-10
barriers per instruction,4.78136e-10
instructions per operand,1
total memory footprint,3055104
90% memory footprint,55325
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.6832
local memory address entropy -- 2 LSBs skipped,16.6832
local memory address entropy -- 3 LSBs skipped,15.405
local memory address entropy -- 4 LSBs skipped,14.4585
local memory address entropy -- 5 LSBs skipped,13.4409
local memory address entropy -- 6 LSBs skipped,12.4026
local memory address entropy -- 7 LSBs skipped,11.8994
local memory address entropy -- 8 LSBs skipped,11.3651
local memory address entropy -- 9 LSBs skipped,10.8363
local memory address entropy -- 10 LSBs skipped,10.2988
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
