metric,count
opcode,8
total instruction count,3090945024
workitems,8856576
operand sum,3.09095e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.23526e-10
barriers per instruction,3.23526e-10
instructions per operand,1
total memory footprint,4499712
90% memory footprint,67258
global memory address entropy,15.1681
local memory address entropy -- 1 LSBs skipped,15.7536
local memory address entropy -- 2 LSBs skipped,15.7536
local memory address entropy -- 3 LSBs skipped,16.0231
local memory address entropy -- 4 LSBs skipped,14.5458
local memory address entropy -- 5 LSBs skipped,13.7809
local memory address entropy -- 6 LSBs skipped,12.7321
local memory address entropy -- 7 LSBs skipped,12.1666
local memory address entropy -- 8 LSBs skipped,11.6584
local memory address entropy -- 9 LSBs skipped,11.1313
local memory address entropy -- 10 LSBs skipped,10.5933
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
