metric,count
opcode,8
total instruction count,354606336
workitems,1016064
operand sum,3.54606e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.82003e-09
barriers per instruction,2.82003e-09
instructions per operand,1
total memory footprint,532224
90% memory footprint,22781
global memory address entropy,15.1626
local memory address entropy -- 1 LSBs skipped,15.1285
local memory address entropy -- 2 LSBs skipped,15.1285
local memory address entropy -- 3 LSBs skipped,14.0165
local memory address entropy -- 4 LSBs skipped,13.0464
local memory address entropy -- 5 LSBs skipped,12.0567
local memory address entropy -- 6 LSBs skipped,11.0637
local memory address entropy -- 7 LSBs skipped,10.5315
local memory address entropy -- 8 LSBs skipped,9.98928
local memory address entropy -- 9 LSBs skipped,9.43662
local memory address entropy -- 10 LSBs skipped,8.86601
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
