metric,count
opcode,8
total instruction count,893440000
workitems,2560000
operand sum,8.9344e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.11927e-09
barriers per instruction,1.11927e-09
instructions per operand,1
total memory footprint,1318400
90% memory footprint,36160
global memory address entropy,15.5513
local memory address entropy -- 1 LSBs skipped,15.6239
local memory address entropy -- 2 LSBs skipped,15.6239
local memory address entropy -- 3 LSBs skipped,14.7534
local memory address entropy -- 4 LSBs skipped,13.7244
local memory address entropy -- 5 LSBs skipped,12.7504
local memory address entropy -- 6 LSBs skipped,11.7749
local memory address entropy -- 7 LSBs skipped,11.2429
local memory address entropy -- 8 LSBs skipped,10.711
local memory address entropy -- 9 LSBs skipped,10.18
local memory address entropy -- 10 LSBs skipped,9.67256
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
