metric,count
opcode,8
total instruction count,3397305600
workitems,9734400
operand sum,3.39731e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.94351e-10
barriers per instruction,2.94351e-10
instructions per operand,1
total memory footprint,4942080
90% memory footprint,70512
global memory address entropy,15.2431
local memory address entropy -- 1 LSBs skipped,15.9582
local memory address entropy -- 2 LSBs skipped,15.9582
local memory address entropy -- 3 LSBs skipped,16.111
local memory address entropy -- 4 LSBs skipped,14.6013
local memory address entropy -- 5 LSBs skipped,13.6946
local memory address entropy -- 6 LSBs skipped,12.8378
local memory address entropy -- 7 LSBs skipped,12.2805
local memory address entropy -- 8 LSBs skipped,11.7125
local memory address entropy -- 9 LSBs skipped,11.2004
local memory address entropy -- 10 LSBs skipped,10.681
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
