metric,count
opcode,8
total instruction count,1286553600
workitems,3686400
operand sum,1.28655e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,7.7727e-10
barriers per instruction,7.7727e-10
instructions per operand,1
total memory footprint,1889280
90% memory footprint,43392
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,16.2331
local memory address entropy -- 2 LSBs skipped,16.2331
local memory address entropy -- 3 LSBs skipped,15.116
local memory address entropy -- 4 LSBs skipped,14.0234
local memory address entropy -- 5 LSBs skipped,13.0597
local memory address entropy -- 6 LSBs skipped,12.0394
local memory address entropy -- 7 LSBs skipped,11.5152
local memory address entropy -- 8 LSBs skipped,10.9829
local memory address entropy -- 9 LSBs skipped,10.4591
local memory address entropy -- 10 LSBs skipped,9.93338
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
