metric,count
opcode,10
total instruction count,21353984
workitems,7456
operand sum,2.1354e+07
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,4.68297e-08
barriers per instruction,4.68297e-08
instructions per operand,1
total memory footprint,59784
90% memory footprint,46621
global memory address entropy,14.3656
local memory address entropy -- 1 LSBs skipped,14.369
local memory address entropy -- 2 LSBs skipped,14.369
local memory address entropy -- 3 LSBs skipped,13.3873
local memory address entropy -- 4 LSBs skipped,12.4133
local memory address entropy -- 5 LSBs skipped,11.4675
local memory address entropy -- 6 LSBs skipped,10.5782
local memory address entropy -- 7 LSBs skipped,10.5782
local memory address entropy -- 8 LSBs skipped,10.5782
local memory address entropy -- 9 LSBs skipped,10.5782
local memory address entropy -- 10 LSBs skipped,10.5782
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218947
