metric,count
opcode,8
total instruction count,3432239104
workitems,9834496
operand sum,3.43224e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.91355e-10
barriers per instruction,2.91355e-10
instructions per operand,1
total memory footprint,4992512
90% memory footprint,70874
global memory address entropy,15.24
local memory address entropy -- 1 LSBs skipped,15.9844
local memory address entropy -- 2 LSBs skipped,15.9844
local memory address entropy -- 3 LSBs skipped,16.1199
local memory address entropy -- 4 LSBs skipped,14.6182
local memory address entropy -- 5 LSBs skipped,13.7086
local memory address entropy -- 6 LSBs skipped,12.7489
local memory address entropy -- 7 LSBs skipped,12.2921
local memory address entropy -- 8 LSBs skipped,11.7328
local memory address entropy -- 9 LSBs skipped,11.2072
local memory address entropy -- 10 LSBs skipped,10.6909
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
