metric,count
opcode,8
total instruction count,911398144
workitems,2611456
operand sum,9.11398e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.09722e-09
barriers per instruction,1.09722e-09
instructions per operand,1
total memory footprint,1344512
90% memory footprint,36522
global memory address entropy,15.5843
local memory address entropy -- 1 LSBs skipped,15.6559
local memory address entropy -- 2 LSBs skipped,15.6559
local memory address entropy -- 3 LSBs skipped,14.7005
local memory address entropy -- 4 LSBs skipped,13.7331
local memory address entropy -- 5 LSBs skipped,12.7748
local memory address entropy -- 6 LSBs skipped,11.7716
local memory address entropy -- 7 LSBs skipped,11.251
local memory address entropy -- 8 LSBs skipped,10.7309
local memory address entropy -- 9 LSBs skipped,10.1873
local memory address entropy -- 10 LSBs skipped,9.68502
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
