metric,count
opcode,8
total instruction count,232383744
workitems,665856
operand sum,2.32384e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,4.30323e-09
barriers per instruction,4.30323e-09
instructions per operand,1
total memory footprint,352512
90% memory footprint,18442
global memory address entropy,14.6926
local memory address entropy -- 1 LSBs skipped,14.6978
local memory address entropy -- 2 LSBs skipped,14.6978
local memory address entropy -- 3 LSBs skipped,13.7474
local memory address entropy -- 4 LSBs skipped,12.7338
local memory address entropy -- 5 LSBs skipped,11.7444
local memory address entropy -- 6 LSBs skipped,10.743
local memory address entropy -- 7 LSBs skipped,10.2088
local memory address entropy -- 8 LSBs skipped,9.66557
local memory address entropy -- 9 LSBs skipped,9.16699
local memory address entropy -- 10 LSBs skipped,8.66875
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
