metric,count
opcode,10
total instruction count,20529152
workitems,7168
operand sum,2.05292e+07
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,4.87112e-08
barriers per instruction,4.87112e-08
instructions per operand,1
total memory footprint,57480
90% memory footprint,44826
global memory address entropy,14.3252
local memory address entropy -- 1 LSBs skipped,14.327
local memory address entropy -- 2 LSBs skipped,14.327
local memory address entropy -- 3 LSBs skipped,13.3431
local memory address entropy -- 4 LSBs skipped,12.3707
local memory address entropy -- 5 LSBs skipped,11.4257
local memory address entropy -- 6 LSBs skipped,10.5353
local memory address entropy -- 7 LSBs skipped,10.5353
local memory address entropy -- 8 LSBs skipped,10.5353
local memory address entropy -- 9 LSBs skipped,10.5353
local memory address entropy -- 10 LSBs skipped,10.5353
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218947
