metric,count
opcode,8
total instruction count,4053447936
workitems,11614464
operand sum,4.05345e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.46704e-10
barriers per instruction,2.46704e-10
instructions per operand,1
total memory footprint,5889024
90% memory footprint,77021
global memory address entropy,15.3509
local memory address entropy -- 1 LSBs skipped,16.2637
local memory address entropy -- 2 LSBs skipped,16.2637
local memory address entropy -- 3 LSBs skipped,16.4739
local memory address entropy -- 4 LSBs skipped,14.876
local memory address entropy -- 5 LSBs skipped,13.9242
local memory address entropy -- 6 LSBs skipped,12.9545
local memory address entropy -- 7 LSBs skipped,12.3763
local memory address entropy -- 8 LSBs skipped,11.8692
local memory address entropy -- 9 LSBs skipped,11.3346
local memory address entropy -- 10 LSBs skipped,10.8116
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
