metric,count
opcode,8
total instruction count,2643152896
workitems,7573504
operand sum,2.64315e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.78336e-10
barriers per instruction,3.78336e-10
instructions per operand,1
total memory footprint,3852800
90% memory footprint,62196
global memory address entropy,15.0674
local memory address entropy -- 1 LSBs skipped,16.0092
local memory address entropy -- 2 LSBs skipped,16.0092
local memory address entropy -- 3 LSBs skipped,15.7806
local memory address entropy -- 4 LSBs skipped,14.7082
local memory address entropy -- 5 LSBs skipped,13.6038
local memory address entropy -- 6 LSBs skipped,12.6133
local memory address entropy -- 7 LSBs skipped,12.0745
local memory address entropy -- 8 LSBs skipped,11.543
local memory address entropy -- 9 LSBs skipped,11.0036
local memory address entropy -- 10 LSBs skipped,10.4626
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
