metric,count
opcode,8
total instruction count,2862671104
workitems,8202496
operand sum,2.86267e+09
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.49324e-10
barriers per instruction,3.49324e-10
instructions per operand,1
total memory footprint,4169984
90% memory footprint,64727
global memory address entropy,15.1093
local memory address entropy -- 1 LSBs skipped,16.1114
local memory address entropy -- 2 LSBs skipped,16.1114
local memory address entropy -- 3 LSBs skipped,15.9412
local memory address entropy -- 4 LSBs skipped,14.5305
local memory address entropy -- 5 LSBs skipped,13.7319
local memory address entropy -- 6 LSBs skipped,12.6356
local memory address entropy -- 7 LSBs skipped,12.1203
local memory address entropy -- 8 LSBs skipped,11.5869
local memory address entropy -- 9 LSBs skipped,11.0755
local memory address entropy -- 10 LSBs skipped,10.5541
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
