metric,count
opcode,8
total instruction count,205848576
workitems,589824
operand sum,2.05849e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,4.85794e-09
barriers per instruction,4.85794e-09
instructions per operand,1
total memory footprint,313344
90% memory footprint,17357
global memory address entropy,14.7424
local memory address entropy -- 1 LSBs skipped,14.6932
local memory address entropy -- 2 LSBs skipped,14.6932
local memory address entropy -- 3 LSBs skipped,13.6586
local memory address entropy -- 4 LSBs skipped,12.6518
local memory address entropy -- 5 LSBs skipped,11.6443
local memory address entropy -- 6 LSBs skipped,10.6468
local memory address entropy -- 7 LSBs skipped,10.1206
local memory address entropy -- 8 LSBs skipped,9.58939
local memory address entropy -- 9 LSBs skipped,9.05973
local memory address entropy -- 10 LSBs skipped,8.53043
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
