metric,count
opcode,8
total instruction count,389182464
workitems,1115136
operand sum,3.89182e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.56949e-09
barriers per instruction,2.56949e-09
instructions per operand,1
total memory footprint,582912
90% memory footprint,23866
global memory address entropy,15.368
local memory address entropy -- 1 LSBs skipped,15.275
local memory address entropy -- 2 LSBs skipped,15.275
local memory address entropy -- 3 LSBs skipped,14.1513
local memory address entropy -- 4 LSBs skipped,13.1108
local memory address entropy -- 5 LSBs skipped,12.1394
local memory address entropy -- 6 LSBs skipped,11.1361
local memory address entropy -- 7 LSBs skipped,10.6042
local memory address entropy -- 8 LSBs skipped,10.0831
local memory address entropy -- 9 LSBs skipped,9.56576
local memory address entropy -- 10 LSBs skipped,9.06152
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
