metric,count
opcode,8
total instruction count,463159296
workitems,1327104
operand sum,4.63159e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.15908e-09
barriers per instruction,2.15908e-09
instructions per operand,1
total memory footprint,691200
90% memory footprint,26036
global memory address entropy,15.1492
local memory address entropy -- 1 LSBs skipped,15.1892
local memory address entropy -- 2 LSBs skipped,15.1892
local memory address entropy -- 3 LSBs skipped,14.236
local memory address entropy -- 4 LSBs skipped,13.2718
local memory address entropy -- 5 LSBs skipped,12.2602
local memory address entropy -- 6 LSBs skipped,11.2701
local memory address entropy -- 7 LSBs skipped,10.7391
local memory address entropy -- 8 LSBs skipped,10.2154
local memory address entropy -- 9 LSBs skipped,9.69647
local memory address entropy -- 10 LSBs skipped,9.18972
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
