metric,count
opcode,8
total instruction count,103281664
workitems,295936
operand sum,1.03282e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,9.68226e-09
barriers per instruction,9.68226e-09
instructions per operand,1
total memory footprint,313344
90% memory footprint,16647
global memory address entropy,14.7541
local memory address entropy -- 1 LSBs skipped,12.6921
local memory address entropy -- 2 LSBs skipped,12.6921
local memory address entropy -- 3 LSBs skipped,12.6921
local memory address entropy -- 4 LSBs skipped,12.6921
local memory address entropy -- 5 LSBs skipped,11.8427
local memory address entropy -- 6 LSBs skipped,11.1064
local memory address entropy -- 7 LSBs skipped,10.5709
local memory address entropy -- 8 LSBs skipped,9.82884
local memory address entropy -- 9 LSBs skipped,9.21136
local memory address entropy -- 10 LSBs skipped,8.68032
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
