metric,count
opcode,8
total instruction count,311006464
workitems,891136
operand sum,3.11006e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,3.21537e-09
barriers per instruction,3.21537e-09
instructions per operand,1
total memory footprint,921344
90% memory footprint,28887
global memory address entropy,15.7875
local memory address entropy -- 1 LSBs skipped,13.5242
local memory address entropy -- 2 LSBs skipped,13.5242
local memory address entropy -- 3 LSBs skipped,13.5242
local memory address entropy -- 4 LSBs skipped,13.5242
local memory address entropy -- 5 LSBs skipped,12.7091
local memory address entropy -- 6 LSBs skipped,11.9448
local memory address entropy -- 7 LSBs skipped,10.9774
local memory address entropy -- 8 LSBs skipped,10.4467
local memory address entropy -- 9 LSBs skipped,9.92763
local memory address entropy -- 10 LSBs skipped,9.42533
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
