metric,count
opcode,8
total instruction count,20102400
workitems,57600
operand sum,2.01024e+07
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,4.97453e-08
barriers per instruction,4.97453e-08
instructions per operand,1
total memory footprint,65280
90% memory footprint,7344
global memory address entropy,13.3844
local memory address entropy -- 1 LSBs skipped,11.4385
local memory address entropy -- 2 LSBs skipped,11.4385
local memory address entropy -- 3 LSBs skipped,11.4385
local memory address entropy -- 4 LSBs skipped,11.4385
local memory address entropy -- 5 LSBs skipped,10.6017
local memory address entropy -- 6 LSBs skipped,9.86446
local memory address entropy -- 7 LSBs skipped,8.91812
local memory address entropy -- 8 LSBs skipped,8.40663
local memory address entropy -- 9 LSBs skipped,7.93327
local memory address entropy -- 10 LSBs skipped,7.53848
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
