metric,count
opcode,8
total instruction count,389182464
workitems,1115136
operand sum,3.89182e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.56949e-09
barriers per instruction,2.56949e-09
instructions per operand,1
total memory footprint,1148928
90% memory footprint,32314
global memory address entropy,15.3072
local memory address entropy -- 1 LSBs skipped,13.7069
local memory address entropy -- 2 LSBs skipped,13.7069
local memory address entropy -- 3 LSBs skipped,13.7069
local memory address entropy -- 4 LSBs skipped,13.7069
local memory address entropy -- 5 LSBs skipped,12.834
local memory address entropy -- 6 LSBs skipped,12.1187
local memory address entropy -- 7 LSBs skipped,11.5843
local memory address entropy -- 8 LSBs skipped,10.8317
local memory address entropy -- 9 LSBs skipped,10.2038
local memory address entropy -- 10 LSBs skipped,9.64199
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
