metric,count
opcode,10
total instruction count,7148544
workitems,2496
operand sum,7.14854e+06
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
min instructions executed by a work-item,2520
max instructions executed by a work-item,3208
median instructions executed by a work-item,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.39889e-07
barriers per instruction,1.39889e-07
instructions per operand,1
total memory footprint,40192
90% memory footprint,32718
global memory address entropy,14.232
local memory address entropy -- 1 LSBs skipped,12.2933
local memory address entropy -- 2 LSBs skipped,12.2933
local memory address entropy -- 3 LSBs skipped,12.2933
local memory address entropy -- 4 LSBs skipped,12.2933
local memory address entropy -- 5 LSBs skipped,11.4744
local memory address entropy -- 6 LSBs skipped,10.8552
local memory address entropy -- 7 LSBs skipped,10.4803
local memory address entropy -- 8 LSBs skipped,9.79602
local memory address entropy -- 9 LSBs skipped,9.25936
local memory address entropy -- 10 LSBs skipped,8.77391
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218931
