metric,count
opcode,8
total instruction count,1429504
workitems,4096
operand sum,1.4295e+06
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,6.99543e-07
barriers per instruction,6.99543e-07
instructions per operand,1
total memory footprint,6144
90% memory footprint,1959
global memory address entropy,11.3807
local memory address entropy -- 1 LSBs skipped,9.42972
local memory address entropy -- 2 LSBs skipped,9.42972
local memory address entropy -- 3 LSBs skipped,9.42972
local memory address entropy -- 4 LSBs skipped,9.42972
local memory address entropy -- 5 LSBs skipped,8.61141
local memory address entropy -- 6 LSBs skipped,7.90426
local memory address entropy -- 7 LSBs skipped,7.37995
local memory address entropy -- 8 LSBs skipped,6.76527
local memory address entropy -- 9 LSBs skipped,6.41243
local memory address entropy -- 10 LSBs skipped,6.23438
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117645
