metric,count
opcode,10
total instruction count,7973376
workitems,2784
operand sum,7.97338e+06
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
min instructions executed by a work-item,2520
max instructions executed by a work-item,3208
median instructions executed by a work-item,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.25417e-07
barriers per instruction,1.25417e-07
instructions per operand,1
total memory footprint,44800
90% memory footprint,36464
global memory address entropy,14.3495
local memory address entropy -- 1 LSBs skipped,12.4116
local memory address entropy -- 2 LSBs skipped,12.4116
local memory address entropy -- 3 LSBs skipped,12.4116
local memory address entropy -- 4 LSBs skipped,12.4116
local memory address entropy -- 5 LSBs skipped,11.5923
local memory address entropy -- 6 LSBs skipped,10.9736
local memory address entropy -- 7 LSBs skipped,9.98838
local memory address entropy -- 8 LSBs skipped,9.60769
local memory address entropy -- 9 LSBs skipped,9.1919
local memory address entropy -- 10 LSBs skipped,8.74329
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218933
