metric,count
opcode,8
total instruction count,615490816
workitems,1763584
operand sum,6.15491e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.62472e-09
barriers per instruction,1.62472e-09
instructions per operand,1
total memory footprint,1806080
90% memory footprint,40637
global memory address entropy,16
local memory address entropy -- 1 LSBs skipped,14.0038
local memory address entropy -- 2 LSBs skipped,14.0038
local memory address entropy -- 3 LSBs skipped,14.0038
local memory address entropy -- 4 LSBs skipped,14.0038
local memory address entropy -- 5 LSBs skipped,13.1906
local memory address entropy -- 6 LSBs skipped,12.4846
local memory address entropy -- 7 LSBs skipped,11.4862
local memory address entropy -- 8 LSBs skipped,10.9618
local memory address entropy -- 9 LSBs skipped,10.4401
local memory address entropy -- 10 LSBs skipped,9.89329
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
