metric,count
opcode,8
total instruction count,189051904
workitems,541696
operand sum,1.89052e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,5.28955e-09
barriers per instruction,5.28955e-09
instructions per operand,1
total memory footprint,565248
90% memory footprint,22522
global memory address entropy,15.2975
local memory address entropy -- 1 LSBs skipped,13.1442
local memory address entropy -- 2 LSBs skipped,13.1442
local memory address entropy -- 3 LSBs skipped,13.1442
local memory address entropy -- 4 LSBs skipped,13.1442
local memory address entropy -- 5 LSBs skipped,12.2957
local memory address entropy -- 6 LSBs skipped,11.5668
local memory address entropy -- 7 LSBs skipped,11.031
local memory address entropy -- 8 LSBs skipped,10.2859
local memory address entropy -- 9 LSBs skipped,9.66087
local memory address entropy -- 10 LSBs skipped,9.11351
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
