metric,count
opcode,10
total instruction count,8156672
workitems,2848
operand sum,8.15667e+06
total # of barriers hit,0
min instructions to barrier,2520
max instructions to barrier,3208
median instructions to barrier,2864
min instructions executed by a work-item,2520
max instructions executed by a work-item,3208
median instructions executed by a work-item,2864
max simd width,1
mean simd width,1
stdev simd width,0
granularity,1.22599e-07
barriers per instruction,1.22599e-07
instructions per operand,1
total memory footprint,45824
90% memory footprint,37296
global memory address entropy,14.371
local memory address entropy -- 1 LSBs skipped,12.4341
local memory address entropy -- 2 LSBs skipped,12.4341
local memory address entropy -- 3 LSBs skipped,12.4341
local memory address entropy -- 4 LSBs skipped,12.4341
local memory address entropy -- 5 LSBs skipped,11.6089
local memory address entropy -- 6 LSBs skipped,10.9867
local memory address entropy -- 7 LSBs skipped,10.0005
local memory address entropy -- 8 LSBs skipped,9.60443
local memory address entropy -- 9 LSBs skipped,9.18791
local memory address entropy -- 10 LSBs skipped,8.74341
total unique branch instructions,5
90% branch instructions,3
branch entropy (yokota),85.282
branch entropy (average linear),0.218934
