metric,count
opcode,8
total instruction count,115789824
workitems,331776
operand sum,1.1579e+08
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,8.63634e-09
barriers per instruction,8.63634e-09
instructions per operand,1
total memory footprint,350208
90% memory footprint,17626
global memory address entropy,14.6826
local memory address entropy -- 1 LSBs skipped,12.7821
local memory address entropy -- 2 LSBs skipped,12.7821
local memory address entropy -- 3 LSBs skipped,12.7821
local memory address entropy -- 4 LSBs skipped,12.7821
local memory address entropy -- 5 LSBs skipped,11.9353
local memory address entropy -- 6 LSBs skipped,11.1933
local memory address entropy -- 7 LSBs skipped,10.6585
local memory address entropy -- 8 LSBs skipped,9.9144
local memory address entropy -- 9 LSBs skipped,9.29597
local memory address entropy -- 10 LSBs skipped,8.7614
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
