metric,count
opcode,8
total instruction count,43242496
workitems,123904
operand sum,4.32425e+07
total # of barriers hit,0
min instructions to barrier,349
max instructions to barrier,349
median instructions to barrier,349
min instructions executed by a work-item,349
max instructions executed by a work-item,349
median instructions executed by a work-item,349
max simd width,1
mean simd width,1
stdev simd width,0
granularity,2.31254e-08
barriers per instruction,2.31254e-08
instructions per operand,1
total memory footprint,135168
90% memory footprint,10772
global memory address entropy,13.9324
local memory address entropy -- 1 LSBs skipped,12.0248
local memory address entropy -- 2 LSBs skipped,12.0248
local memory address entropy -- 3 LSBs skipped,12.0248
local memory address entropy -- 4 LSBs skipped,12.0248
local memory address entropy -- 5 LSBs skipped,11.1841
local memory address entropy -- 6 LSBs skipped,10.443
local memory address entropy -- 7 LSBs skipped,9.90947
local memory address entropy -- 8 LSBs skipped,9.17451
local memory address entropy -- 9 LSBs skipped,8.57414
local memory address entropy -- 10 LSBs skipped,8.07901
total unique branch instructions,1
90% branch instructions,1
branch entropy (yokota),4
branch entropy (average linear),0.117647
